Time,T1,T2,U1,U2,SP1,SP2
0,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
5.0,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
10.03,21.2718,21.2718,21.11613876319759,21.11613876319759,50.0,50.0
15.01,21.594099999999997,21.2718,21.11613876319759,21.11613876319759,50.0,50.0
20.05,21.9164,21.9164,21.11613876319759,21.11613876319759,50.0,50.0
25.01,22.238699999999998,22.238699999999998,21.11613876319759,21.11613876319759,50.0,50.0
30.02,22.561,22.561,21.11613876319759,21.11613876319759,50.0,50.0
35.01,23.205599999999997,23.205599999999997,21.11613876319759,21.11613876319759,50.0,50.0
40.0,23.5279,23.5279,21.11613876319759,21.11613876319759,50.0,50.0
45.05,24.1725,24.1725,21.11613876319759,21.11613876319759,50.0,50.0
50.11,24.494799999999998,24.494799999999998,21.11613876319759,21.11613876319759,50.0,50.0
55.01,25.1394,25.1394,20.045248868778284,21.432880844645553,49.0,50.0
60.26,25.461699999999997,25.461699999999997,20.045248868778284,21.432880844645553,49.0,50.0
65.15,26.106299999999997,26.106299999999997,20.045248868778284,21.432880844645553,49.0,50.0
70.19,26.4286,26.4286,26.47058823529412,19.532428355957773,55.0,50.0
75.13,26.750899999999998,26.750899999999998,31.825037707390653,17.948717948717952,60.0,50.0
80.1,27.3955,27.3955,38.250377073906485,16.04826546003017,66.0,50.0
85.03,28.0401,27.717799999999997,38.250377073906485,16.04826546003017,66.0,50.0
90.26,28.362399999999997,28.0401,38.250377073906485,16.04826546003017,66.0,50.0
95.13,29.329299999999996,28.362399999999997,38.250377073906485,16.04826546003017,66.0,50.0
100.0,29.973899999999997,28.6847,38.250377073906485,16.04826546003017,66.0,50.0
105.01,30.618499999999997,29.006999999999998,38.250377073906485,16.04826546003017,66.0,50.0
110.09,31.263099999999998,29.329299999999996,38.250377073906485,16.04826546003017,66.0,50.0
115.26,31.9077,29.6516,38.250377073906485,16.04826546003017,66.0,50.0
120.21,32.552299999999995,29.973899999999997,38.250377073906485,16.04826546003017,66.0,50.0
125.2,33.1969,30.2962,38.250377073906485,16.04826546003017,66.0,50.0
130.01,33.841499999999996,30.2962,38.250377073906485,16.04826546003017,66.0,50.0
135.29,34.4861,30.618499999999997,38.250377073906485,16.04826546003017,66.0,50.0
140.29,35.1307,30.940799999999996,38.250377073906485,16.04826546003017,66.0,50.0
145.01,35.775299999999994,30.940799999999996,38.250377073906485,16.04826546003017,66.0,50.0
150.02,36.4199,31.585399999999996,38.250377073906485,16.04826546003017,66.0,50.0
155.29,37.064499999999995,31.585399999999996,38.250377073906485,16.04826546003017,66.0,50.0
160.29,37.386799999999994,31.9077,38.250377073906485,16.04826546003017,66.0,50.0
165.01,38.0314,32.23,38.250377073906485,16.04826546003017,66.0,50.0
170.02,38.353699999999996,32.23,38.250377073906485,16.04826546003017,66.0,50.0
175.11,38.675999999999995,32.552299999999995,38.250377073906485,16.04826546003017,66.0,50.0
180.13,39.3206,32.8746,38.250377073906485,16.04826546003017,66.0,50.0
185.03,39.6429,32.8746,38.250377073906485,16.04826546003017,66.0,50.0
190.23,40.287499999999994,33.1969,38.250377073906485,16.04826546003017,66.0,50.0
195.04,40.6098,33.1969,38.250377073906485,16.04826546003017,66.0,50.0
200.29,41.2544,33.5192,38.250377073906485,16.04826546003017,66.0,50.0
