Time,T1,T2,U1,U2,SP1,SP2
0,20.6272,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
5.0,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
10.04,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
15.03,21.594099999999997,21.594099999999997,21.11613876319759,21.11613876319759,50.0,50.0
20.03,21.9164,21.9164,21.11613876319759,21.11613876319759,50.0,50.0
25.02,22.238699999999998,22.238699999999998,21.11613876319759,21.11613876319759,50.0,50.0
30.01,22.561,22.561,21.11613876319759,21.11613876319759,50.0,50.0
35.04,23.205599999999997,22.8833,21.11613876319759,21.11613876319759,50.0,50.0
40.03,23.5279,23.5279,21.11613876319759,21.11613876319759,50.0,50.0
45.03,24.1725,23.850199999999997,21.11613876319759,21.11613876319759,50.0,50.0
50.08,24.494799999999998,24.494799999999998,21.11613876319759,21.11613876319759,50.0,50.0
55.19,25.1394,25.1394,21.11613876319759,21.11613876319759,50.0,50.0
60.24,25.461699999999997,25.461699999999997,21.11613876319759,21.11613876319759,50.0,50.0
65.22,26.106299999999997,26.106299999999997,21.11613876319759,21.11613876319759,50.0,50.0
70.1,26.4286,26.4286,21.11613876319759,21.11613876319759,50.0,50.0
75.15,26.750899999999998,26.750899999999998,21.11613876319759,21.11613876319759,50.0,50.0
80.19,27.3955,27.3955,21.11613876319759,21.11613876319759,50.0,50.0
85.02,27.717799999999997,27.717799999999997,21.11613876319759,21.11613876319759,50.0,50.0
90.05,28.0401,28.362399999999997,21.11613876319759,21.11613876319759,50.0,50.0
95.17,28.362399999999997,28.6847,21.11613876319759,21.11613876319759,50.0,50.0
100.14,29.006999999999998,29.006999999999998,21.11613876319759,21.11613876319759,50.0,50.0
105.03,29.329299999999996,29.329299999999996,21.11613876319759,21.11613876319759,50.0,50.0
110.11,29.6516,29.6516,21.11613876319759,21.11613876319759,50.0,50.0
115.15,29.973899999999997,29.973899999999997,21.11613876319759,21.11613876319759,50.0,50.0
120.01,30.2962,30.2962,21.11613876319759,21.11613876319759,50.0,50.0
125.16,30.618499999999997,30.940799999999996,22.187028657616896,20.799396681749627,51.0,50.0
130.29,30.940799999999996,30.940799999999996,36.10859728506787,16.681749622926095,64.0,50.0
135.09,31.263099999999998,31.263099999999998,44.675716440422335,14.147812971342386,72.0,50.0
140.01,31.9077,31.585399999999996,48.95927601809955,12.880844645550528,76.0,50.0
145.25,32.552299999999995,31.9077,50.03016591251887,12.564102564102567,77.0,50.0
150.02,32.8746,31.9077,55.38461538461539,10.980392156862747,83.0,50.0
155.12,33.841499999999996,32.23,59.66817496229262,9.713423831070891,86.0,50.0
160.12,34.4861,32.23,59.66817496229262,9.713423831070891,86.0,50.0
165.22,35.452999999999996,32.23,59.66817496229262,9.713423831070891,86.0,50.0
170.05,36.4199,32.552299999999995,59.66817496229262,9.713423831070891,86.0,50.0
175.02,37.386799999999994,32.552299999999995,59.66817496229262,9.713423831070891,86.0,50.0
180.03,38.353699999999996,32.552299999999995,59.66817496229262,9.713423831070891,86.0,50.0
185.01,39.3206,32.8746,59.66817496229262,9.713423831070891,86.0,50.0
190.11,40.287499999999994,32.8746,59.66817496229262,9.713423831070891,86.0,50.0
195.13,41.2544,32.8746,59.66817496229262,9.713423831070891,86.0,50.0
200.03,41.898999999999994,32.8746,59.66817496229262,9.713423831070891,86.0,50.0
