Time,T1,T2,U1,U2,SP1,SP2
0,20.949499999999997,20.6272,21.11613876319759,21.11613876319759,50.0,50.0
5.01,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
10.04,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
15.01,21.2718,21.2718,21.11613876319759,21.11613876319759,50.0,50.0
20.06,21.9164,21.9164,21.11613876319759,21.11613876319759,50.0,50.0
25.02,22.238699999999998,22.238699999999998,21.11613876319759,21.11613876319759,50.0,50.0
30.02,22.561,22.561,21.11613876319759,21.11613876319759,50.0,50.0
