Time,T1,T2,U1,U2,SP1,SP2
0,20.6272,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
5.01,20.949499999999997,20.949499999999997,21.11613876319759,21.11613876319759,50.0,50.0
10.01,20.949499999999997,21.2718,21.11613876319759,21.11613876319759,50.0,50.0
15.05,21.2718,21.2718,21.11613876319759,21.11613876319759,50.0,50.0
20.01,21.594099999999997,21.9164,21.11613876319759,21.11613876319759,50.0,50.0
25.05,22.238699999999998,22.238699999999998,21.11613876319759,21.11613876319759,50.0,50.0
30.03,22.561,22.561,21.11613876319759,21.11613876319759,50.0,50.0
35.1,23.205599999999997,23.205599999999997,21.11613876319759,21.11613876319759,50.0,50.0
40.09,23.5279,23.5279,21.11613876319759,21.11613876319759,50.0,50.0
45.19,24.1725,24.1725,21.11613876319759,21.11613876319759,50.0,50.0
50.11,24.494799999999998,24.494799999999998,21.11613876319759,21.11613876319759,50.0,50.0
55.03,25.1394,25.1394,21.11613876319759,21.11613876319759,50.0,50.0
60.04,25.461699999999997,25.461699999999997,21.11613876319759,21.11613876319759,50.0,50.0
65.04,26.106299999999997,26.106299999999997,21.11613876319759,21.11613876319759,50.0,50.0
70.29,26.4286,26.4286,21.11613876319759,21.11613876319759,50.0,50.0
75.25,27.073199999999996,27.073199999999996,21.11613876319759,21.11613876319759,50.0,50.0
80.27,27.3955,27.3955,21.11613876319759,21.11613876319759,50.0,50.0
85.06,27.717799999999997,27.717799999999997,21.11613876319759,21.11613876319759,50.0,50.0
90.23,28.0401,28.0401,21.11613876319759,21.11613876319759,50.0,50.0
95.23,28.6847,28.362399999999997,21.11613876319759,21.11613876319759,50.0,50.0
100.3,29.006999999999998,29.006999999999998,21.11613876319759,21.11613876319759,50.0,50.0
105.25,29.329299999999996,29.329299999999996,21.11613876319759,21.11613876319759,50.0,50.0
110.26,29.6516,29.6516,21.11613876319759,21.11613876319759,50.0,50.0
115.27,29.973899999999997,29.973899999999997,21.11613876319759,21.11613876319759,50.0,50.0
120.03,30.2962,30.2962,21.11613876319759,21.11613876319759,50.0,50.0
125.22,30.618499999999997,30.618499999999997,21.11613876319759,21.11613876319759,50.0,50.0
130.16,30.940799999999996,30.940799999999996,21.11613876319759,21.11613876319759,50.0,50.0
135.05,31.263099999999998,31.263099999999998,21.11613876319759,21.11613876319759,50.0,50.0
140.02,31.585399999999996,31.585399999999996,21.11613876319759,21.11613876319759,50.0,50.0
145.02,31.9077,31.9077,21.11613876319759,21.11613876319759,50.0,50.0
150.26,32.23,32.23,21.11613876319759,21.11613876319759,50.0,50.0
155.13,32.552299999999995,32.552299999999995,21.11613876319759,21.11613876319759,50.0,50.0
160.29,32.552299999999995,32.552299999999995,21.11613876319759,21.11613876319759,50.0,50.0
165.08,32.8746,32.8746,21.11613876319759,21.11613876319759,50.0,50.0
170.24,33.1969,33.1969,21.11613876319759,21.11613876319759,50.0,50.0
175.12,33.5192,33.1969,21.11613876319759,21.11613876319759,50.0,50.0
180.2,33.5192,33.5192,21.11613876319759,21.11613876319759,50.0,50.0
185.19,33.841499999999996,33.841499999999996,21.11613876319759,21.11613876319759,50.0,50.0
190.17,34.163799999999995,34.163799999999995,21.11613876319759,21.11613876319759,50.0,50.0
195.16,34.163799999999995,34.163799999999995,21.11613876319759,21.11613876319759,50.0,50.0
200.01,34.4861,34.4861,21.11613876319759,21.11613876319759,50.0,50.0
205.08,34.4861,34.4861,21.11613876319759,21.11613876319759,50.0,50.0
210.03,34.8084,34.8084,21.11613876319759,21.11613876319759,50.0,50.0
